data,labels
[0.         0.         0.         ... 0.00481036 0.00548967 0.00622054],Punjabi
[0.         0.         0.         ... 0.17889231 0.16815774 0.16430476],Punjabi
"[ 0.          0.          0.         ... -0.07188848 -0.07457872
 -0.07774737]",Punjabi
[0.         0.         0.         ... 0.46507826 0.46242648 0.45851508],Punjabi
[0.         0.         0.         ... 0.00626629 0.00481674 0.00326493],Punjabi
[0.         0.         0.         ... 0.01496363 0.01317934 0.01323942],Punjabi
[0.         0.         0.         ... 0.25597882 0.23304711 0.21897538],Punjabi
"[ 0.          0.          0.         ... -0.00086028 -0.00072331
  0.00054916]",Punjabi
"[ 0.          0.          0.         ... -0.00244221 -0.00116928
  0.00023139]",Punjabi
[ 0.         0.         0.        ... -0.5906403 -0.6139502 -0.6378707],Punjabi
"[ 0.          0.          0.         ... -0.01905096 -0.01796105
 -0.0167355 ]",Punjabi
[0.         0.         0.         ... 0.04618002 0.04304152 0.03829039],Punjabi
"[ 0.          0.          0.         ... -0.00340577 -0.00268355
 -0.00240495]",Punjabi
"[ 0.          0.          0.         ... -0.08627953 -0.08569796
 -0.08362272]",Punjabi
"[ 0.          0.          0.         ... -0.00349155 -0.00285189
 -0.00244786]",Punjabi
[0.         0.         0.         ... 0.49376118 0.3465933  0.18308336],Punjabi
"[ 0.          0.          0.         ... -0.00158284 -0.00100614
 -0.00123303]",Punjabi
"[ 0.          0.          0.         ... -0.0563537  -0.0602927
 -0.06315576]",Punjabi
[0.         0.         0.         ... 0.10860343 0.09356536 0.07559646],Punjabi
"[ 0.          0.          0.         ... -0.0209695  -0.02102366
 -0.01948928]",Punjabi
"[ 0.          0.          0.         ... -0.01854185 -0.01903117
 -0.01940557]",Punjabi
[0.         0.         0.         ... 0.00501749 0.00480511 0.00446363],Punjabi
"[ 0.          0.          0.         ... -0.00794653 -0.00661124
 -0.00594476]",Punjabi
"[ 0.          0.          0.         ... -0.07416753 -0.07820199
 -0.08117876]",Punjabi
[0.         0.         0.         ... 0.40223932 0.3360438  0.2535945 ],Punjabi
[0.         0.         0.         ... 0.00222694 0.00224739 0.00202405],Punjabi
"[ 0.          0.          0.         ... -0.23763558 -0.22677092
 -0.21188727]",Punjabi
"[ 0.          0.          0.         ... -0.00362394 -0.00210131
 -0.00082999]",Punjabi
"[ 0.          0.          0.         ... -0.01584901 -0.01912935
 -0.02176217]",Punjabi
[0.         0.         0.         ... 0.00140264 0.00180168 0.0011696 ],Punjabi
"[ 0.          0.          0.         ... -0.02105223 -0.0177045
 -0.01554018]",Punjabi
"[ 0.          0.          0.         ... -0.00092497 -0.0009361
 -0.00098509]",Punjabi
"[ 0.          0.          0.         ... -0.26972434 -0.26581264
 -0.26140517]",Punjabi
"[ 0.          0.          0.         ... -0.0181185  -0.01027946
 -0.00272408]",Punjabi
"[ 0.          0.          0.         ... -0.15727834 -0.12504725
 -0.09233131]",Punjabi
[0.         0.         0.         ... 0.2388301  0.23550157 0.23403347],Punjabi
"[ 0.          0.          0.         ... -0.00104057 -0.00107331
 -0.00112323]",Punjabi
"[ 0.          0.          0.         ... -0.00643227 -0.00428007
 -0.0018628 ]",Punjabi
"[ 0.          0.          0.         ... -0.01979893 -0.0198971
 -0.01994355]",Punjabi
"[ 0.          0.          0.         ... -0.31795093 -0.29937604
 -0.28020075]",Punjabi
"[ 0.          0.          0.         ... -0.00331679 -0.0032217
 -0.00333086]",Punjabi
"[ 0.          0.          0.         ... -0.03622064 -0.03710625
 -0.03675335]",Punjabi
[0.         0.         0.         ... 0.06489454 0.06244454 0.06090958],Punjabi
"[ 0.          0.          0.         ... -0.00196333 -0.00204617
 -0.00249123]",Punjabi
"[ 0.          0.          0.         ... -0.01097509 -0.01294974
 -0.01397889]",Punjabi
[0.         0.         0.         ... 0.00938961 0.01023092 0.01045341],Punjabi
[0.         0.         0.         ... 0.0996705  0.0895866  0.07699964],Punjabi
"[ 0.          0.          0.         ... -0.03115753 -0.02712404
 -0.02264006]",Punjabi
"[ 0.          0.          0.         ...  0.00158669  0.00015805
 -0.00187931]",Punjabi
[0.         0.         0.         ... 0.35698226 0.35805196 0.35335994],Punjabi
"[ 0.          0.          0.         ... -0.00901666 -0.00900711
 -0.00901059]",Punjabi
"[ 0.          0.          0.         ... -0.02650766 -0.00233677
  0.01896226]",Punjabi
"[ 0.          0.          0.         ... -0.00446954 -0.00291605
 -0.00131677]",Punjabi
"[ 0.          0.          0.         ... -0.04592935 -0.04606665
 -0.04274083]",Punjabi
[0.         0.         0.         ... 0.1390417  0.14242111 0.14612354],Punjabi
"[ 0.          0.          0.         ... -0.00482409 -0.00384776
 -0.003126  ]",Punjabi
[0.         0.         0.         ... 0.0191473  0.01978656 0.02145426],Punjabi
"[ 0.          0.          0.         ... -0.08913025 -0.05891094
 -0.02958051]",Punjabi
"[ 0.          0.          0.         ... -0.07830224 -0.0803226
 -0.07954592]",Punjabi
"[ 0.          0.          0.         ... -0.11084364 -0.10687803
 -0.1026438 ]",Punjabi
[0.         0.         0.         ... 0.14629667 0.11673241 0.0834863 ],Punjabi
"[ 0.          0.          0.         ... -0.00547998 -0.00640918
 -0.00659817]",Punjabi
"[ 0.          0.          0.         ... -0.02919836 -0.03105242
 -0.02996153]",Punjabi
"[ 0.          0.          0.         ... -0.00874416 -0.00628493
 -0.0031559 ]",Punjabi
[ 0.         0.         0.        ... -0.7878063 -0.7236416 -0.6215106],Punjabi
[0.         0.         0.         ... 0.08363435 0.0843823  0.0856965 ],Punjabi
"[ 0.          0.          0.         ... -0.01145223 -0.01016347
 -0.00865085]",Punjabi
[0.         0.         0.         ... 0.16070057 0.1537059  0.14688945],Punjabi
[0.         0.         0.         ... 0.0211343  0.07570612 0.129861  ],Punjabi
[0.         0.         0.         ... 0.38825896 0.38186318 0.3771041 ],Punjabi
[0.        0.        0.        ... 0.5240563 0.5503733 0.573249 ],Punjabi
"[ 0.          0.          0.         ... -0.40612108 -0.44043902
 -0.4675814 ]",Punjabi
[0.         0.         0.         ... 0.01296328 0.01023467 0.00954892],Tamil
"[ 0.          0.          0.         ... -0.05946138 -0.0697576
 -0.07199264]",Tamil
"[ 0.          0.          0.         ... -0.12300906 -0.12963133
 -0.13586944]",Tamil
[0.         0.         0.         ... 0.3451301  0.35119364 0.35740736],Tamil
[0.         0.         0.         ... 0.02438457 0.02332832 0.0218513 ],Tamil
"[ 0.          0.          0.         ... -0.01758957 -0.0253854
 -0.03334469]",Tamil
"[ 0.          0.          0.         ... -0.00173728 -0.00282947
 -0.00261435]",Tamil
[0.         0.         0.         ... 0.32016966 0.35366234 0.39221537],Tamil
"[ 0.          0.          0.         ... -0.0006933   0.00055256
  0.00162351]",Tamil
"[ 0.          0.          0.         ... -0.13363492 -0.13889223
 -0.14339127]",Tamil
"[ 0.          0.          0.         ... -0.00068292  0.00402838
  0.01930724]",Tamil
[0.         0.         0.         ... 0.2064024  0.19362094 0.17737643],Tamil
"[ 0.          0.          0.         ... -0.00418603 -0.00206132
  0.00298217]",Tamil
"[ 0.          0.          0.         ... -0.00010058  0.00016191
 -0.00010853]",Tamil
[0.         0.         0.         ... 0.25079843 0.23404172 0.21736188],Tamil
[0.         0.         0.         ... 0.00772183 0.00792069 0.00792933],Tamil
"[ 0.          0.          0.         ... -0.0368707  -0.03458036
 -0.03138529]",Tamil
"[ 0.          0.          0.         ... -0.01426154 -0.01439743
 -0.01272454]",Tamil
"[ 0.          0.          0.         ... -0.11965435 -0.08753902
 -0.04880718]",Tamil
"[ 0.          0.          0.         ...  0.02542164  0.00908274
 -0.01170148]",Tamil
[0.         0.         0.         ... 0.12753743 0.13086921 0.13332437],Tamil
[0.         0.         0.         ... 0.3671606  0.3640033  0.35425106],Tamil
[0.         0.         0.         ... 0.02094807 0.0170005  0.0131367 ],Tamil
"[ 0.          0.          0.         ... -0.15744771 -0.1585651
 -0.16025656]",Tamil
[0.         0.         0.         ... 0.44174582 0.4662052  0.4872921 ],Tamil
"[ 0.          0.          0.         ... -0.01654676 -0.01578951
 -0.01489062]",Tamil
[0.         0.         0.         ... 0.00507816 0.00413723 0.00467041],Tamil
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  8.0872364e-03
  3.5129553e-05 -7.1544624e-03]",Tamil
[0.         0.         0.         ... 0.01418949 0.00765212 0.00064409],Tamil
[0.         0.         0.         ... 0.51100016 0.4771989  0.43946457],Tamil
"[ 0.          0.          0.         ... -0.01189427 -0.01163817
 -0.01091153]",Tamil
"[ 0.          0.          0.         ... -0.04743672 -0.05042074
 -0.0504666 ]",Tamil
"[ 0.          0.          0.         ... -0.05913003 -0.05597984
 -0.05425181]",Tamil
[0.         0.         0.         ... 0.14708094 0.13438779 0.12517832],Tamil
[0.         0.         0.         ... 0.22833167 0.23685889 0.2474524 ],Tamil
"[ 0.          0.          0.         ... -0.00010472 -0.0001245
 -0.00017428]",Tamil
"[ 0.          0.          0.         ... -0.07287678 -0.03793735
  0.00921569]",Tamil
"[ 0.          0.          0.         ... -0.01708919 -0.0141978
 -0.01081018]",Tamil
"[ 0.          0.          0.         ... -0.00275689 -0.00252386
 -0.00277369]",Tamil
[0.         0.         0.         ... 0.35902262 0.35119823 0.3425416 ],Tamil
"[ 0.          0.          0.         ... -0.16972996 -0.16226147
 -0.15991291]",Tamil
[0.         0.         0.         ... 0.12687433 0.08588719 0.06193208],Tamil
"[ 0.          0.          0.         ... -0.27511212 -0.24933603
 -0.2107382 ]",Tamil
"[ 0.          0.          0.         ... -0.0208997  -0.02220407
 -0.02368238]",Tamil
[0.         0.         0.         ... 0.5270513  0.62023413 0.69547176],Tamil
[0.         0.         0.         ... 0.0804828  0.08267368 0.08428751],Tamil
[0.         0.         0.         ... 0.04590482 0.0449275  0.0434582 ],Tamil
"[ 0.          0.          0.         ... -0.05253092 -0.05140662
 -0.05021164]",Tamil
"[ 0.          0.          0.         ... -0.00173517 -0.00124532
 -0.0008442 ]",Tamil
[0.         0.         0.         ... 0.01661942 0.01826451 0.0200902 ],Tamil
"[ 0.          0.          0.         ... -0.00411024  0.01782157
  0.03817733]",Tamil
[0.         0.         0.         ... 0.00213799 0.00204109 0.00180414],Tamil
[0.         0.         0.         ... 0.00022747 0.00117052 0.01008698],Tamil
[0.         0.         0.         ... 0.00151619 0.0018443  0.00251026],Tamil
"[ 0.          0.          0.         ... -0.94590914 -0.947422
 -0.949999  ]",Tamil
[0.         0.         0.         ... 0.19654082 0.2014876  0.20665483],Tamil
[0.         0.         0.         ... 0.00026117 0.00175457 0.00210472],Tamil
"[ 0.          0.          0.         ... -0.01227216 -0.01922367
 -0.02673775]",Tamil
"[ 0.          0.          0.         ... -0.45105156 -0.5145483
 -0.5687597 ]",Tamil
[0.         0.         0.         ... 0.10766119 0.12200275 0.13295476],Tamil
"[ 0.          0.          0.         ... -0.00250985 -0.00173136
 -0.00061012]",Tamil
"[ 0.          0.          0.         ... -0.1670747  -0.16921955
 -0.16205233]",Tamil
[0.         0.         0.         ... 0.2306114  0.20508277 0.18370137],Tamil
"[ 0.          0.          0.         ... -0.6518148  -0.63767684
 -0.57727844]",Tamil
[0.         0.         0.         ... 0.00742982 0.00702735 0.00719558],Tamil
"[ 0.          0.          0.         ... -0.01105775 -0.0108262
 -0.0104527 ]",Tamil
"[ 0.          0.          0.         ... -0.05642847 -0.0587901
 -0.06078239]",Tamil
[0.         0.         0.         ... 0.1281764  0.17326643 0.2166678 ],Tamil
"[ 0.          0.          0.         ... -0.0046357  -0.0044644
 -0.00434035]",Tamil
[0.         0.         0.         ... 0.00440173 0.00442276 0.00457725],Tamil
[0.         0.         0.         ... 0.86713415 0.918324   0.9383626 ],Tamil
"[ 0.          0.          0.         ... -0.02007904 -0.02388609
 -0.02727512]",Tamil
[0. 0. 0. ... 0. 0. 0.],Tamil
"[ 0.          0.          0.         ...  0.00062393 -0.00021358
 -0.00109848]",Tamil
"[ 0.          0.          0.         ... -0.0070563  -0.00839963
 -0.01096104]",Tamil
[0.         0.         0.         ... 0.01167022 0.00858427 0.00670887],Tamil
[0.         0.         0.         ... 0.25334257 0.26215276 0.27071938],Tamil
"[ 0.          0.          0.         ... -0.00057627 -0.00069211
 -0.00172822]",Tamil
[0.         0.         0.         ... 0.06559972 0.0691001  0.07006302],Tamil
[0.         0.         0.         ... 0.15068525 0.13968973 0.12073449],Tamil
"[ 0.          0.          0.         ... -0.45553425 -0.42066118
 -0.37304607]",Tamil
"[ 0.          0.          0.         ... -0.12577942 -0.13114896
 -0.13316162]",Tamil
[0.         0.         0.         ... 0.1067067  0.10546631 0.1069447 ],Tamil
[0.         0.         0.         ... 0.01129167 0.01281144 0.01458036],Tamil
"[ 0.          0.          0.         ... -0.18848471 -0.24408926
 -0.2837037 ]",Tamil
"[ 0.          0.          0.         ... -0.135196   -0.13790189
 -0.13991329]",Tamil
"[ 0.          0.          0.         ... -0.0391776  -0.03640796
 -0.03222855]",Tamil
"[ 0.          0.          0.         ... -0.00145952 -0.00145465
 -0.00064984]",Tamil
[0.         0.         0.         ... 0.06126215 0.06203884 0.06130169],Tamil
[0.         0.         0.         ... 0.88654345 0.8849975  0.8705237 ],Tamil
"[ 0.          0.          0.         ... -0.00134858 -0.00248177
 -0.00145623]",Tamil
"[ 0.          0.          0.         ... -0.19986814 -0.21471217
 -0.23029046]",Tamil
[0.         0.         0.         ... 0.009439   0.00875469 0.00836498],Tamil
[0.         0.         0.         ... 0.26886728 0.27235192 0.26692885],Tamil
"[ 0.          0.          0.         ... -0.06720354 -0.063435
 -0.05607697]",Tamil
[0.         0.         0.         ... 0.20126466 0.1635564  0.12947696],Tamil
[0.         0.         0.         ... 0.04624653 0.03411327 0.01690787],Tamil
"[ 0.          0.          0.         ... -0.24196872 -0.25806707
 -0.27596757]",Tamil
[0.         0.         0.         ... 0.45534953 0.45173234 0.4423483 ],Tamil
"[ 0.          0.          0.         ... -0.00501986 -0.0056505
 -0.00563143]",Tamil
[0.         0.         0.         ... 0.08703094 0.0989245  0.11018996],Tamil
"[ 0.          0.          0.         ... -0.5348639  -0.56792843
 -0.60288846]",Tamil
"[ 0.          0.          0.         ... -0.3736389  -0.39197662
 -0.42359725]",Tamil
[0.         0.         0.         ... 0.01781381 0.02270827 0.02351337],Tamil
[0.         0.         0.         ... 0.40561774 0.39259186 0.37471932],Tamil
[0.         0.         0.         ... 0.00097503 0.00084014 0.00066989],Tamil
[0.         0.         0.         ... 0.00611759 0.00585465 0.00569614],Tamil
"[ 0.          0.          0.         ... -0.12675501 -0.15155384
 -0.1655034 ]",Tamil
[0.         0.         0.         ... 0.09672744 0.10925859 0.12191798],Tamil
[0.        0.        0.        ... 0.7871916 0.7836858 0.7778026],Tamil
"[ 0.          0.          0.         ... -0.72736806 -0.7118984
 -0.6879928 ]",Tamil
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 2.2890691e-04 1.3353229e-04
 9.0310015e-05]",Tamil
"[ 0.          0.          0.         ... -0.42693168 -0.4368531
 -0.43282378]",Tamil
[0.         0.         0.         ... 0.14387576 0.1306941  0.11397665],Tamil
"[ 0.          0.          0.         ... -0.01084744 -0.01098257
 -0.01161472]",Tamil
"[ 0.          0.          0.         ... -0.07856157 -0.07670189
 -0.07357009]",Tamil
[0.         0.         0.         ... 0.2198829  0.22191368 0.22290403],Tamil
"[ 0.          0.          0.         ... -0.24627614 -0.2636725
 -0.27606925]",Tamil
[0.        0.        0.        ... 0.281067  0.2842607 0.2866043],Tamil
[0.         0.         0.         ... 0.01698295 0.01680329 0.01485866],Tamil
[ 0.         0.         0.        ... -0.3088241 -0.3048384 -0.2999374],Tamil
"[ 0.          0.          0.         ... -0.01460637 -0.00956501
 -0.00415889]",Tamil
"[ 0.          0.          0.         ... -0.16759855 -0.17160095
 -0.16760729]",Tamil
[0.         0.         0.         ... 0.00823226 0.00936757 0.00963824],Tamil
[0.         0.         0.         ... 0.22712459 0.22564319 0.22008167],Tamil
[0.         0.         0.         ... 0.00416578 0.00459768 0.00544724],Tamil
"[ 0.          0.          0.         ... -0.4559197  -0.45975462
 -0.45989287]",Tamil
"[ 0.          0.          0.         ... -0.3398243  -0.34522685
 -0.35302815]",Tamil
"[ 0.          0.          0.         ... -0.00579237 -0.00072282
  0.00035412]",Tamil
[0.         0.         0.         ... 0.0234421  0.02385867 0.02397929],Tamil
[0.         0.         0.         ... 0.95028317 0.92527753 0.8982444 ],Tamil
[0.         0.         0.         ... 0.07380711 0.03278777 0.00212778],Tamil
[0.         0.         0.         ... 0.02937989 0.0291211  0.02909065],Tamil
"[ 0.          0.          0.         ... -0.07553308 -0.07413547
 -0.0732259 ]",Tamil
[0.         0.         0.         ... 0.21954441 0.22176787 0.22317761],Tamil
[0.         0.         0.         ... 0.23648013 0.23427801 0.23089261],Tamil
[0.         0.         0.         ... 0.0536002  0.04110401 0.02815529],Tamil
[0.         0.         0.         ... 0.5739957  0.5738072  0.56074727],Tamil
[0.         0.         0.         ... 0.19896823 0.2454169  0.2921161 ],Tamil
[0.         0.         0.         ... 0.11915983 0.12536307 0.13016467],Tamil
"[ 0.          0.          0.         ...  0.03266826  0.02998229
 -0.01516377]",Tamil
[0.         0.         0.         ... 0.03115512 0.026419   0.0223839 ],Tamil
"[ 0.          0.          0.         ... -0.11423472 -0.11715142
 -0.12406447]",Tamil
[0.         0.         0.         ... 0.09444187 0.09112415 0.08664487],Tamil
"[ 0.          0.          0.         ... -0.10503093 -0.1140682
 -0.11453582]",Tamil
"[ 0.          0.          0.         ... -0.0544434  -0.05640629
 -0.05836684]",Tamil
"[ 0.          0.          0.         ... -0.00320015 -0.00307474
 -0.00285071]",Tamil
[0.         0.         0.         ... 0.0027818  0.00263217 0.00258846],Tamil
[0.         0.         0.         ... 0.8752843  0.8755265  0.87290925],Tamil
[0.         0.         0.         ... 0.32602486 0.33139336 0.33640307],Tamil
"[ 0.          0.          0.         ... -0.00429993 -0.0042598
 -0.00381932]",Telugu
[0.         0.         0.         ... 0.15132245 0.14960048 0.1479858 ],Telugu
[0.         0.         0.         ... 0.05479439 0.07302276 0.09335225],Telugu
[0.         0.         0.         ... 0.04991074 0.04424861 0.0361534 ],Telugu
"[ 0.          0.          0.         ... -0.00174295 -0.00347751
 -0.00426546]",Telugu
"[ 0.          0.          0.         ... -0.02729743  0.02856467
  0.09724989]",Telugu
[0.         0.         0.         ... 0.29534104 0.29287854 0.2815034 ],Telugu
"[ 0.          0.          0.         ... -0.00121107  0.00069787
  0.00245654]",Telugu
[0.         0.         0.         ... 0.10072909 0.09019747 0.07751582],Telugu
[0.         0.         0.         ... 0.16001227 0.16008784 0.15962033],Telugu
"[ 0.          0.          0.         ...  0.01246411  0.0063435
 -0.00114238]",Telugu
[0.         0.         0.         ... 0.11765178 0.11727723 0.10938975],Telugu
[0.         0.         0.         ... 0.00426872 0.00389672 0.00332144],Telugu
[0.         0.         0.         ... 0.19889227 0.1824235  0.16686435],Telugu
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 6.6842607e-05 6.0511984e-06
 3.7870315e-05]",Telugu
[0.         0.         0.         ... 0.08887259 0.08889388 0.08860558],Telugu
"[ 0.          0.          0.         ... -0.01726161 -0.10108683
 -0.18625817]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  1.1208972e-05
 -1.2052951e-05 -8.5179854e-06]",Telugu
"[ 0.          0.          0.         ... -0.0004733  -0.00059817
 -0.00072853]",Telugu
[0.         0.         0.         ... 0.12052316 0.11989306 0.1216583 ],Telugu
"[ 0.          0.          0.         ... -0.03184853 -0.02906143
 -0.0296253 ]",Telugu
"[ 0.          0.          0.         ... -0.00073997 -0.00062997
 -0.00090253]",Telugu
[0.         0.         0.         ... 0.08331627 0.04914862 0.00974639],Telugu
[0.         0.         0.         ... 0.06150213 0.05264191 0.04329957],Telugu
"[ 0.          0.          0.         ...  0.03128183  0.02865715
 -0.00078662]",Telugu
"[ 0.          0.          0.         ... -0.34180725 -0.3435208
 -0.34001902]",Telugu
[0.         0.         0.         ... 0.0073488  0.00717753 0.00695391],Telugu
[0.         0.         0.         ... 0.07057464 0.12098572 0.1734101 ],Telugu
[0.         0.         0.         ... 0.07244998 0.06993362 0.07041314],Telugu
"[ 0.          0.          0.         ... -0.00157695 -0.00131552
 -0.00110311]",Telugu
"[ 0.          0.          0.         ... -0.00178656 -0.00228657
 -0.002588  ]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.2578904e-07
 -1.0058930e-06 -4.4735020e-06]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.9716597e-06
 -1.4095328e-05 -1.1953629e-05]",Telugu
"[ 0.          0.          0.         ... -0.04918679 -0.05049897
 -0.04925719]",Telugu
"[ 0.          0.          0.         ... -0.00015712 -0.00027821
 -0.00034471]",Telugu
"[ 0.          0.          0.         ... -0.06237718 -0.05557135
 -0.04807865]",Telugu
"[ 0.          0.          0.         ... -0.21686068 -0.253085
 -0.2707015 ]",Telugu
[0.         0.         0.         ... 0.11869827 0.12622103 0.10724545],Telugu
"[ 0.          0.          0.         ... -0.31843206 -0.32944733
 -0.34293613]",Telugu
"[ 0.          0.          0.         ... -0.25515613 -0.22028722
 -0.18023364]",Telugu
"[ 0.          0.          0.         ... -0.0008241  -0.00075208
 -0.00060022]",Telugu
[0.         0.         0.         ... 0.04322367 0.04284863 0.03657366],Telugu
[0.         0.         0.         ... 0.12941487 0.14272414 0.14692105],Telugu
"[ 0.          0.          0.         ... -0.00129419 -0.00157826
 -0.00153329]",Telugu
[0.         0.         0.         ... 0.34854376 0.35676312 0.365183  ],Telugu
"[ 0.          0.          0.         ... -0.00207742 -0.00236019
 -0.0025828 ]",Telugu
"[ 0.          0.          0.         ... -0.07804715 -0.07957026
 -0.08098823]",Telugu
"[ 0.          0.          0.         ... -0.01549231  0.00462512
  0.03470267]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -7.6258788e-05
 -3.8151029e-05  1.5266573e-05]",Telugu
"[ 0.          0.          0.         ... -0.17831281 -0.16703282
 -0.13845488]",Telugu
[0.         0.         0.         ... 0.0039855  0.00377321 0.00348945],Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -5.9732608e-04
  2.1373160e-05  5.6776137e-04]",Telugu
"[ 0.          0.          0.         ... -0.00757775 -0.01797269
 -0.02478578]",Telugu
"[ 0.          0.          0.         ... -0.05580943 -0.05852794
 -0.0609701 ]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -2.4159084e-05
 -5.2082840e-05  5.5694131e-06]",Telugu
[0.         0.         0.         ... 0.24073222 0.22944027 0.22141676],Telugu
"[ 0.          0.          0.         ... -0.01840648  0.01771383
  0.04955255]",Telugu
"[ 0.          0.          0.         ... -0.00322355 -0.00445181
 -0.00568328]",Telugu
[0.         0.         0.         ... 0.05551043 0.05362285 0.05172258],Telugu
[0.         0.         0.         ... 0.12152214 0.13550818 0.1473253 ],Telugu
"[ 0.          0.          0.         ... -0.05739947 -0.0558639
 -0.05276969]",Telugu
[0.         0.         0.         ... 0.00616357 0.00661957 0.00698122],Telugu
[0.         0.         0.         ... 0.12185777 0.10149667 0.11947021],Telugu
[0.         0.         0.         ... 0.17934443 0.17960526 0.17852288],Telugu
[0.         0.         0.         ... 0.03013337 0.02403881 0.02017491],Telugu
"[ 0.          0.          0.         ... -0.00494038 -0.00476472
 -0.00437688]",Telugu
[0.         0.         0.         ... 0.31098193 0.36112592 0.39999712],Telugu
"[ 0.          0.          0.         ... -0.00024006 -0.0002505
 -0.00025548]",Telugu
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 1.6326625e-05 1.1502668e-05
 9.3638073e-06]",Telugu
"[ 0.          0.          0.         ... -0.00118869 -0.00206119
 -0.00243673]",Telugu
"[ 0.          0.          0.         ... -0.4143477  -0.43286157
 -0.450915  ]",Telugu
"[ 0.          0.          0.         ... -0.00077757  0.00544005
  0.03484179]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -3.6508415e-03
 -2.0731615e-03  6.6704993e-06]",Telugu
"[ 0.          0.          0.         ... -0.3119076  -0.3005007
 -0.29518354]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.3844034e-05
 -6.2987569e-06  1.4555599e-05]",Telugu
"[ 0.          0.          0.         ... -0.13716541 -0.16984165
 -0.19910467]",Telugu
"[ 0.          0.          0.         ... -0.5855152  -0.60060006
 -0.60724616]",Telugu
[0.         0.         0.         ... 0.10597332 0.11039837 0.11726379],Telugu
[0.         0.         0.         ... 0.3969663  0.39158207 0.3805944 ],Telugu
"[ 0.          0.          0.         ... -0.15558013 -0.16357927
 -0.18446718]",Telugu
"[ 0.          0.          0.         ... -0.00355378 -0.00658319
 -0.00845993]",Telugu
"[ 0.          0.          0.         ... -0.05296331 -0.02765278
  0.01506711]",Telugu
"[ 0.          0.          0.         ... -0.06978709 -0.03784896
 -0.01382011]",Telugu
[0.         0.         0.         ... 0.0034332  0.0036346  0.00363928],Telugu
[0.         0.         0.         ... 0.29423648 0.27244604 0.25995737],Telugu
"[ 0.          0.          0.         ... -0.00309741 -0.00311741
 -0.00301588]",Telugu
[0.         0.         0.         ... 0.00082497 0.00104959 0.0011991 ],Telugu
[0.         0.         0.         ... 0.02430589 0.10317433 0.16496731],Telugu
[0.         0.         0.         ... 0.18806067 0.18486471 0.17732638],Telugu
[0.         0.         0.         ... 0.16156231 0.15619245 0.14702587],Telugu
"[ 0.          0.          0.         ... -0.06005393 -0.03539014
  0.00347591]",Telugu
"[ 0.          0.          0.         ... -0.03166994 -0.03110848
 -0.0303493 ]",Telugu
[0.         0.         0.         ... 0.1105248  0.07753681 0.04185232],Telugu
[0.         0.         0.         ... 0.0591905  0.0509456  0.04429222],Telugu
"[ 0.          0.          0.         ... -0.10329747 -0.0333876
  0.03571741]",Telugu
[0.         0.         0.         ... 0.12810194 0.11834031 0.11484401],Telugu
"[ 0.          0.          0.         ... -0.29273644 -0.31542346
 -0.34027028]",Telugu
[0.         0.         0.         ... 0.00223568 0.00236718 0.00244873],Telugu
[0.         0.         0.         ... 0.00257494 0.00247071 0.00247103],Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -8.4565356e-05
 -1.2589747e-04 -1.9352935e-04]",Telugu
[0.         0.         0.         ... 0.01185587 0.01730834 0.02428123],Telugu
[0.         0.         0.         ... 0.00279625 0.00519643 0.00579059],Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -1.9189376e-06
 -5.4101070e-06 -6.9962130e-06]",Telugu
[0.         0.         0.         ... 0.00574203 0.00405836 0.00226466],Telugu
[0.         0.         0.         ... 0.00116171 0.00117336 0.00134238],Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ... -4.0129462e-06
  6.8140002e-06  1.7595310e-05]",Telugu
"[ 0.          0.          0.         ... -0.13508362 -0.171713
 -0.1061788 ]",Telugu
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 8.7050630e-06 2.3724996e-04
 4.3970239e-04]",Telugu
"[ 0.0000000e+00  0.0000000e+00  0.0000000e+00 ...  2.0572224e-05
 -8.6084692e-06 -2.0994106e-05]",Telugu
"[ 0.          0.          0.         ...  0.001027   -0.00060817
 -0.00213847]",Telugu
"[ 0.          0.          0.         ... -0.09131792 -0.09905393
 -0.10504566]",Telugu
[0.         0.         0.         ... 0.07352941 0.08124807 0.08662532],Telugu
"[ 0.          0.          0.         ... -0.15921073 -0.16733877
 -0.17433892]",Telugu
[0.         0.         0.         ... 0.01175839 0.01153059 0.01121615],Telugu
"[ 0.          0.          0.         ... -0.09283262 -0.09422652
 -0.09832974]",Telugu
